City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Yoichi,JP,2020-04-16 08:53:05,43.2,140.77,43.0,56,20,17.22
306,Jacksonville,US,2020-04-16 08:51:29,30.33,-81.66,61.0,87,90,5.82
307,Ilanskiy,RU,2020-04-16 08:48:27,56.24,96.06,51.04,42,52,12.21
308,Lannion,FR,2020-04-16 08:53:06,48.75,-3.42,60.8,72,55,13.87
309,Sabha,LY,2020-04-16 08:53:06,27.04,14.43,90.03,11,100,8.21
310,Bukama,CD,2020-04-16 08:53:06,-9.2,25.85,80.01,68,100,2.75
311,Carnot,CF,2020-04-16 08:53:07,4.94,15.87,91.67,44,71,2.08
312,Yashalta,RU,2020-04-16 08:53:07,46.34,42.28,51.87,53,91,19.06
313,Mattru,SL,2020-04-16 08:53:07,7.62,-11.83,82.09,78,83,3.69
314,Amol,IR,2020-04-16 08:48:53,36.47,52.35,81.79,23,0,6.38
315,Bayonet Point,US,2020-04-16 08:53:07,28.33,-82.68,72.0,88,90,9.17
316,Brooks,CA,2020-04-16 08:52:06,50.58,-111.89,27.0,85,81,6.31
317,Bumba,CD,2020-04-16 08:53:08,2.18,22.47,95.43,38,23,2.26
318,Deputatskiy,RU,2020-04-16 08:50:32,69.3,139.9,-1.97,87,100,5.41
319,Novyy Urengoy,RU,2020-04-16 08:53:08,66.08,76.63,22.15,96,1,9.37
320,Korgen,NO,2020-04-16 08:53:09,66.08,13.82,37.4,86,75,6.93
321,Moroni,KM,2020-04-16 08:53:09,-11.7,43.26,93.2,52,40,18.34
322,Nanortalik,GL,2020-04-16 08:50:32,60.14,-45.24,31.1,97,85,4.23
323,Westport,US,2020-04-16 08:53:09,41.14,-73.36,48.2,49,90,13.87
324,Mendi,PG,2020-04-16 08:53:10,-6.18,143.65,57.56,57,100,0.56
325,Broome,US,2020-04-16 08:53:10,42.25,-75.83,30.0,92,75,6.93
326,Castle Douglas,GB,2020-04-16 08:53:10,54.94,-3.93,54.0,77,89,1.99
327,Dourbali,TD,2020-04-16 08:53:11,11.81,15.86,98.53,7,0,17.07
328,Meulaboh,ID,2020-04-16 08:53:11,4.14,96.13,85.42,70,43,5.37
329,Byron Bay,AU,2020-04-16 08:53:11,-28.65,153.62,75.2,78,41,10.29
330,Coihaique,CL,2020-04-16 08:53:11,-45.58,-72.07,51.8,100,20,2.24
331,Iberia,US,2020-04-16 08:53:12,29.95,-91.75,53.6,81,1,8.05
332,Gorin,RU,2020-04-16 08:53:12,51.2,136.67,52.45,40,0,5.41
333,Egvekinot,RU,2020-04-16 08:53:12,66.32,-179.17,18.81,95,100,9.06
334,Hofn,IS,2020-04-16 08:50:27,64.25,-15.21,39.2,69,90,5.82
335,Barcelos,PT,2020-04-16 08:53:12,41.54,-8.62,55.4,87,75,8.05
336,Nuuk,GL,2020-04-16 08:53:13,64.18,-51.72,32.0,95,99,17.22
337,Phangnga,TH,2020-04-16 08:53:13,8.45,98.53,91.4,62,20,11.41
338,Itoman,JP,2020-04-16 08:51:33,26.12,127.67,71.6,49,20,11.41
339,Ferme-Neuve,CA,2020-04-16 08:53:13,46.7,-75.45,20.23,93,31,3.0
340,Leningradskiy,RU,2020-04-16 08:53:13,69.38,178.42,16.32,96,100,7.74
341,Kamenka,RU,2020-04-16 08:53:14,51.32,42.77,44.29,59,99,18.34
342,Clyde River,CA,2020-04-16 08:50:49,70.47,-68.59,5.0,84,90,17.22
343,Maneadero,MX,2020-04-16 08:53:14,31.72,-116.57,52.0,82,0,4.0
344,Shu,KZ,2020-04-16 08:53:14,43.6,73.76,59.7,41,96,13.24
345,Shumskiy,RU,2020-04-16 08:53:15,54.83,99.13,49.48,51,100,10.8
346,Nelson Bay,AU,2020-04-16 08:53:15,-32.72,152.15,78.01,47,16,5.82
347,Salalah,OM,2020-04-16 08:50:52,17.02,54.09,87.8,58,40,11.41
348,Esmeraldas,BR,2020-04-16 08:53:16,-19.76,-44.31,66.2,100,75,5.82
349,Ostrovnoy,RU,2020-04-16 08:53:18,68.05,39.51,33.75,91,100,17.11
350,Amapa,BR,2020-04-16 08:53:18,1.0,-52.0,70.9,93,79,1.63
351,Kargil,IN,2020-04-16 08:53:19,34.57,76.1,42.1,15,100,5.59
352,Tshikapa,CD,2020-04-16 08:53:19,-6.42,20.8,85.42,64,99,1.66
353,Pervomayskoye,RU,2020-04-16 08:53:19,43.92,46.71,49.66,57,100,13.04
354,Ishigaki,JP,2020-04-16 08:53:20,24.34,124.16,73.4,56,83,9.17
355,Port Keats,AU,2020-04-16 08:53:20,-14.25,129.55,84.94,66,100,5.39
356,Ternate,ID,2020-04-16 08:53:20,0.8,127.4,83.48,76,30,4.38
357,Turukhansk,RU,2020-04-16 08:53:20,65.82,87.98,36.19,91,98,9.89
358,Roald,NO,2020-04-16 08:53:21,62.58,6.13,41.0,73,75,5.82
359,Mutis,CO,2020-04-16 08:53:21,6.23,-77.4,77.49,80,45,2.59
360,Shaoyang,CN,2020-04-16 08:53:21,27.23,111.45,82.63,49,43,3.6
361,Aasiaat,GL,2020-04-16 08:53:21,68.71,-52.87,25.63,97,100,4.81
362,Hami,CN,2020-04-16 08:53:22,42.8,93.45,75.72,16,100,3.2
363,Waggaman,US,2020-04-16 08:53:22,29.92,-90.21,62.6,39,75,9.17
364,La Romana,DO,2020-04-16 08:53:22,18.43,-68.97,72.75,89,0,4.88
365,Tautira,PF,2020-04-16 08:53:22,-17.73,-149.15,82.4,74,75,4.7
366,Sembakung,ID,2020-04-16 08:53:23,3.82,117.25,86.95,60,21,7.11
367,Kormilovka,RU,2020-04-16 08:53:23,55.0,74.1,62.6,33,40,13.42
368,Kungurtug,RU,2020-04-16 08:53:23,50.6,97.52,54.01,28,50,2.21
369,Montepuez,MZ,2020-04-16 08:53:24,-13.13,39.0,79.97,62,61,5.97
370,Kaeo,NZ,2020-04-16 08:50:05,-35.1,173.78,60.01,91,26,5.01
371,Saint-Joseph,RE,2020-04-16 08:53:24,-21.37,55.62,84.2,61,0,27.51
372,Chumikan,RU,2020-04-16 08:53:24,54.72,135.31,43.66,66,0,6.53
373,San Cataldo,IT,2020-04-16 08:53:24,37.48,13.99,61.0,100,100,1.01
374,Ola,RU,2020-04-16 08:53:25,59.58,151.28,24.71,95,100,0.78
375,Miravci,MK,2020-04-16 08:53:25,41.31,22.43,57.0,38,0,1.99
376,Qaqortoq,GL,2020-04-16 08:53:25,60.72,-46.03,32.0,98,90,6.93
377,Margate,GB,2020-04-16 08:53:25,51.38,1.39,60.01,87,45,6.93
378,Lubuagan,PH,2020-04-16 08:53:26,17.35,121.17,74.05,61,100,1.72
379,Churapcha,RU,2020-04-16 08:53:26,62.0,132.43,17.01,84,0,11.45
380,Komsomolskiy,UZ,2020-04-16 08:50:38,40.43,71.72,62.6,45,13,4.7
381,Garissa,KE,2020-04-16 08:53:26,-0.45,39.64,92.3,45,99,11.34
382,Conde,BR,2020-04-16 08:53:26,-7.26,-34.91,75.2,100,40,4.7
383,Puerto Escondido,MX,2020-04-16 08:50:19,15.85,-97.07,78.75,61,5,1.5
384,Liseleje,DK,2020-04-16 08:53:27,56.01,11.95,53.01,57,0,21.92
385,Buala,SB,2020-04-16 08:53:27,-8.14,159.59,81.14,80,99,1.83
386,Oussouye,SN,2020-04-16 08:51:47,12.48,-16.55,75.2,88,23,2.24
387,Santa Cruz Del Norte,CU,2020-04-16 08:53:27,23.15,-81.92,75.2,94,15,5.82
388,Kulu,TR,2020-04-16 08:53:28,39.1,33.08,54.16,43,49,17.63
389,Santo Tomas,PH,2020-04-16 08:53:28,14.11,121.14,95.0,53,40,9.17
390,Barranca,PE,2020-04-16 08:50:38,-10.75,-77.77,71.71,72,24,8.77
391,Norman Wells,CA,2020-04-16 08:50:49,65.28,-126.83,28.4,79,75,2.24
392,Hit,IQ,2020-04-16 08:53:29,33.64,42.83,82.94,15,87,7.31
393,Alberdi,AR,2020-04-16 08:53:29,-32.89,-60.69,54.0,93,0,3.36
394,Chokurdakh,RU,2020-04-16 08:50:52,70.63,147.92,-1.46,93,99,8.28
395,Manggar,ID,2020-04-16 08:53:29,-2.88,108.27,84.36,68,56,1.86
396,San Quintin,MX,2020-04-16 08:53:30,30.48,-115.95,60.71,74,0,6.6
397,Ericeira,PT,2020-04-16 08:53:30,38.96,-9.42,61.0,87,40,11.41
398,Vao,NC,2020-04-16 08:53:30,-22.67,167.48,74.48,77,12,15.19
399,Ketchikan,US,2020-04-16 08:53:30,55.34,-131.65,44.6,93,1,6.93
400,Gazimurskiy Zavod,RU,2020-04-16 08:53:30,51.55,118.33,55.94,26,42,5.32
401,Uinskoye,RU,2020-04-16 08:53:31,56.88,56.58,42.22,66,100,9.66
402,Adrar,MR,2020-04-16 08:53:31,20.5,-10.07,84.4,34,90,11.61
403,Myski,RU,2020-04-16 08:53:31,53.71,87.8,50.68,51,41,11.07
404,Fairbanks,US,2020-04-16 08:51:03,64.84,-147.72,41.0,93,90,6.93
405,Teknaf,BD,2020-04-16 08:53:32,20.86,92.31,89.49,52,0,11.07
406,Eyl,SO,2020-04-16 08:53:32,7.98,49.82,87.21,62,23,10.04
407,Beringovskiy,RU,2020-04-16 08:53:32,63.05,179.32,24.44,97,93,8.25
408,Te Anau,NZ,2020-04-16 08:51:25,-45.42,167.72,45.93,68,100,6.29
409,Mezen,RU,2020-04-16 08:53:33,65.85,44.24,36.55,82,100,11.5
410,Bundaberg,AU,2020-04-16 08:49:06,-24.85,152.35,75.2,69,7,8.05
411,Mishan,CN,2020-04-16 08:53:33,45.55,131.88,51.17,42,99,8.46
412,Najran,SA,2020-04-16 08:53:33,17.49,44.13,80.6,44,40,6.93
413,Broken Hill,AU,2020-04-16 08:53:34,-31.95,141.43,77.0,33,5,17.22
414,Madison,US,2020-04-16 08:51:10,34.73,-86.57,41.0,93,1,3.91
415,Tessalit,ML,2020-04-16 08:53:34,20.2,1.01,91.63,16,46,14.05
416,Kahului,US,2020-04-16 08:50:41,20.89,-156.47,73.4,69,1,10.29
417,Tonota,BW,2020-04-16 08:53:34,-21.48,27.48,82.4,37,0,4.7
418,Bambanglipuro,ID,2020-04-16 08:51:36,-7.95,110.28,85.68,70,19,6.53
419,Gizo,SB,2020-04-16 08:50:48,-8.1,156.84,83.59,72,100,2.13
420,Warri,NG,2020-04-16 08:51:21,5.52,5.75,88.77,69,73,6.44
421,Ussel,FR,2020-04-16 08:53:35,45.55,2.32,59.56,42,6,5.57
422,Matagami,CA,2020-04-16 08:50:47,49.75,-77.63,12.2,85,1,5.82
423,Pangoa,PE,2020-04-16 08:53:36,-12.12,-73.0,64.42,81,100,0.74
424,Makarov,RU,2020-04-16 08:53:36,48.63,142.8,32.74,91,5,7.49
425,Kuraymah,SD,2020-04-16 08:53:36,18.55,31.85,91.94,10,0,12.21
426,Torbay,CA,2020-04-16 08:51:18,47.67,-52.73,34.0,94,90,11.41
427,Strezhevoy,RU,2020-04-16 08:53:37,60.73,77.59,39.2,86,75,4.47
428,Lebedinyy,RU,2020-04-16 08:53:37,58.52,125.52,24.1,87,100,8.01
429,Severnoye,RU,2020-04-16 08:53:37,56.35,78.36,45.99,66,73,12.75
430,Coracao De Jesus,BR,2020-04-16 08:53:37,-16.69,-44.37,65.12,77,100,3.44
431,Tarko-Sale,RU,2020-04-16 08:53:38,64.92,77.78,30.47,99,100,8.66
432,Vilyuysk,RU,2020-04-16 08:53:38,63.76,121.62,17.55,88,100,12.26
433,Srandakan,ID,2020-04-16 08:53:38,-7.94,110.25,85.69,70,19,6.44
434,Moose Factory,CA,2020-04-16 08:53:38,51.26,-80.61,3.2,77,1,3.36
435,Gualeguaychu,AR,2020-04-16 08:53:39,-33.01,-58.52,46.99,90,0,3.0
436,Half Moon Bay,US,2020-04-16 08:53:39,37.46,-122.43,55.99,93,90,5.82
437,Udomlya,RU,2020-04-16 08:53:39,57.88,34.99,38.91,69,100,7.74
438,Mount Isa,AU,2020-04-16 08:53:39,-20.73,139.5,89.6,24,40,8.05
439,Iracoubo,GF,2020-04-16 08:53:40,5.48,-53.2,77.61,84,84,8.95
440,Nowy Targ,PL,2020-04-16 08:53:40,49.48,20.03,64.0,26,0,20.8
441,Vostok,RU,2020-04-16 08:51:02,46.49,135.88,43.36,43,9,3.65
442,Pichayevo,RU,2020-04-16 08:53:40,53.24,42.2,39.6,74,94,15.64
443,Chibombo,ZM,2020-04-16 08:53:41,-14.66,28.07,81.93,37,1,8.21
444,Takoradi,GH,2020-04-16 08:53:41,4.88,-1.76,85.48,72,8,6.71
445,Jasper,US,2020-04-16 08:53:41,37.2,-94.35,43.0,65,1,8.05
446,Suclayin,PH,2020-04-16 08:53:41,15.76,121.55,79.56,80,97,6.76
447,Asgabat,TM,2020-04-16 08:53:41,37.95,58.38,71.6,49,0,11.41
448,Sept-Iles,CA,2020-04-16 08:51:27,50.2,-66.38,21.99,48,20,3.36
449,Shimoda,JP,2020-04-16 08:53:42,34.67,138.95,62.6,62,75,11.41
450,Manokwari,ID,2020-04-16 08:53:42,-0.87,134.08,82.08,76,43,4.03
451,San Vicente,AR,2020-04-16 08:53:43,-26.62,-54.13,44.26,70,0,1.07
452,Southbridge,US,2020-04-16 08:53:43,42.08,-72.03,41.0,44,90,5.82
453,Iquitos,PE,2020-04-16 08:53:43,-3.75,-73.25,77.0,94,75,4.7
454,Vigrestad,NO,2020-04-16 08:53:43,58.57,5.7,46.0,81,40,16.11
455,Puerto Ayacucho,VE,2020-04-16 08:53:44,5.66,-67.62,74.34,56,100,4.16
456,Sangar,RU,2020-04-16 08:53:44,63.92,127.47,18.72,90,97,2.37
457,Praia Da Vitoria,PT,2020-04-16 08:53:44,38.73,-27.07,55.4,71,40,20.85
458,Katsuura,JP,2020-04-16 08:51:02,35.13,140.3,55.99,66,75,18.34
459,Ulagan,RU,2020-04-16 08:53:44,50.63,87.96,43.21,39,83,4.61
460,Inta,RU,2020-04-16 08:53:45,66.03,60.17,38.35,74,23,25.95
461,Gat,IL,2020-04-16 08:50:56,31.61,34.76,82.4,32,7,12.75
462,Jumla,NP,2020-04-16 08:53:45,29.27,82.18,66.56,16,75,5.1
463,San Patricio,MX,2020-04-16 08:51:24,19.22,-104.7,70.52,57,26,3.67
464,Ulaangom,MN,2020-04-16 08:53:45,49.98,92.07,35.55,69,100,3.0
465,Harper,LR,2020-04-16 08:53:46,4.38,-7.72,83.98,77,15,2.37
466,Kirovskiy,RU,2020-04-16 08:53:46,45.09,133.51,54.73,37,8,1.28
467,Katobu,ID,2020-04-16 08:53:46,-4.94,122.53,81.54,83,61,3.94
468,Flinders,AU,2020-04-16 08:51:18,-34.58,150.86,78.8,39,54,9.17
469,Nioro,GM,2020-04-16 08:53:46,13.35,-15.75,83.82,19,34,8.97
470,Mozarlandia,BR,2020-04-16 08:53:47,-14.74,-50.57,71.19,88,100,2.21
471,Henties Bay,NA,2020-04-16 08:51:13,-22.12,14.28,59.0,87,3,3.0
472,Aquiraz,BR,2020-04-16 08:52:59,-3.9,-38.39,77.0,88,80,3.36
473,Atar,MR,2020-04-16 08:53:47,20.52,-13.05,78.66,17,59,5.5
474,Qiongshan,CN,2020-04-16 08:53:47,20.01,110.35,86.0,55,40,11.18
475,Hovd,MN,2020-04-16 08:53:48,48.01,91.64,54.66,24,100,5.06
476,Jiexiu,CN,2020-04-16 08:53:48,37.02,111.91,62.19,22,0,16.84
477,Kanakapura,IN,2020-04-16 08:53:48,12.55,77.42,93.2,23,20,2.24
478,Guasdualito,VE,2020-04-16 08:53:48,7.24,-70.73,75.96,54,99,2.28
479,Myronivka,UA,2020-04-16 08:53:48,49.66,30.98,51.1,62,81,20.11
480,Almaznyy,RU,2020-04-16 08:53:49,48.04,40.05,48.2,45,40,17.9
481,Oak Ridge,US,2020-04-16 08:50:20,36.01,-84.27,42.01,80,1,3.87
482,Abu Samrah,SY,2020-04-16 08:53:49,35.3,37.18,74.08,26,34,6.87
483,Baykit,RU,2020-04-16 08:49:00,61.67,96.37,44.83,85,100,5.23
484,Scarborough,GB,2020-04-16 08:53:49,54.28,-0.4,55.99,76,47,4.7
485,Vanimo,PG,2020-04-16 08:53:50,-2.67,141.3,82.42,76,40,3.96
486,Velyka Lepetykha,UA,2020-04-16 08:53:50,47.18,33.94,53.1,54,39,15.41
487,Vardo,NO,2020-04-16 08:53:50,70.37,31.11,33.8,80,100,4.7
488,Sirari,TZ,2020-04-16 08:53:50,-1.23,34.43,78.76,41,63,3.06
489,Chon Daen,TH,2020-04-16 08:53:50,16.19,100.86,102.99,36,40,4.7
490,Helsinki,FI,2020-04-16 08:53:51,60.17,24.94,35.01,96,75,6.93
491,Nova Borova,UA,2020-04-16 08:53:51,50.69,28.63,55.47,54,89,26.89
492,Kirksville,US,2020-04-16 08:53:51,40.19,-92.58,36.0,69,90,12.75
493,Zhangzhou,CN,2020-04-16 08:53:51,24.51,117.66,80.6,44,0,6.71
494,Elizabeth City,US,2020-04-16 08:49:44,36.29,-76.25,43.0,86,1,5.82
495,Chara,RU,2020-04-16 08:53:52,56.91,118.26,41.49,47,0,1.83
496,Ngunguru,NZ,2020-04-16 08:51:01,-35.62,174.5,60.01,89,0,1.01
497,Quirinopolis,BR,2020-04-16 08:53:52,-18.45,-50.45,62.15,72,84,4.23
498,Varnamo,SE,2020-04-16 08:53:52,57.19,14.04,50.0,43,40,14.99
499,Makat,KZ,2020-04-16 08:53:53,47.65,53.35,64.56,30,100,20.29
500,Kompaniyivka,UA,2020-04-16 08:53:53,48.25,32.21,51.6,56,73,16.55
501,Awbari,LY,2020-04-16 08:51:17,26.59,12.78,86.67,17,100,17.43
502,Abomsa,ET,2020-04-16 08:53:53,9.98,39.98,78.4,42,76,5.59
503,Itarema,BR,2020-04-16 08:50:37,-2.92,-39.92,75.33,89,32,4.83
504,Socorro,US,2020-04-16 08:53:54,31.65,-106.3,55.99,28,1,5.82
505,Muncar,ID,2020-04-16 08:53:54,-8.43,114.33,85.21,72,44,4.97
506,Yaya,RU,2020-04-16 08:53:54,56.21,86.44,46.4,60,69,14.14
507,Morehead,US,2020-04-16 08:53:55,37.27,-87.18,37.4,86,90,4.61
508,Saint Anthony,US,2020-04-16 08:53:55,45.02,-93.22,28.4,63,1,6.93
509,Newport,GB,2020-04-16 08:53:55,51.59,-3.0,55.0,62,92,14.99
510,Walvis Bay,NA,2020-04-16 08:53:56,-22.96,14.51,59.0,76,0,3.36
511,Kupino,RU,2020-04-16 08:53:56,54.37,77.3,54.68,54,71,12.12
512,Baghdad,IQ,2020-04-16 08:50:06,33.34,44.4,82.4,21,99,3.36
513,Marly,FR,2020-04-16 08:53:56,50.35,3.55,63.0,47,72,3.36
514,Kikwit,CD,2020-04-16 08:53:57,-5.04,18.82,91.9,47,98,1.21
515,Demidov,RU,2020-04-16 08:53:57,55.27,31.52,40.69,83,100,19.04
516,Kulhudhuffushi,MV,2020-04-16 08:53:57,6.62,73.07,86.14,63,100,6.62
517,Pisco,PE,2020-04-16 08:51:35,-13.7,-76.22,69.8,77,28,3.36
518,Poum,NC,2020-04-16 08:51:32,-20.23,164.02,79.14,79,1,13.96
519,Nalut,LY,2020-04-16 08:53:58,30.33,10.85,80.38,33,49,11.3
520,Paraiso,CR,2020-04-16 08:53:58,9.84,-83.87,71.6,83,40,3.36
521,Tezu,IN,2020-04-16 08:51:26,27.92,96.17,81.48,47,98,10.8
522,Beloslav,BG,2020-04-16 08:53:58,43.18,27.7,60.8,47,0,9.17
523,Chiang Rai,TH,2020-04-16 08:53:59,19.91,99.83,98.01,41,49,6.93
524,Wainwright,CA,2020-04-16 08:53:59,52.84,-110.86,17.26,91,11,6.29
525,Viedma,AR,2020-04-16 08:51:28,-40.81,-63.0,61.81,43,90,14.67
526,Lithgow,AU,2020-04-16 08:53:59,-33.48,150.15,75.2,53,41,8.05
527,Khanpur,PK,2020-04-16 08:54:00,28.65,70.66,100.89,10,100,4.81
528,Ormara,PK,2020-04-16 08:54:00,25.21,64.64,86.99,48,100,14.9
529,Joshimath,IN,2020-04-16 08:54:00,30.57,79.57,66.13,16,84,6.98
530,Chicama,PE,2020-04-16 08:51:14,-7.84,-79.15,72.91,69,1,6.71
531,Porto Novo,BJ,2020-04-16 08:54:00,6.5,2.6,90.43,57,77,5.91
532,Ivanava,BY,2020-04-16 08:54:01,52.15,25.54,54.7,46,9,25.84
533,Barabinsk,RU,2020-04-16 08:54:01,55.36,78.36,46.85,61,64,12.1
534,Taltal,CL,2020-04-16 08:51:42,-25.4,-70.48,59.05,72,61,2.24
535,La Orilla,MX,2020-04-16 08:51:30,17.98,-102.23,69.12,74,23,4.23
536,Jati,PK,2020-04-16 08:54:02,24.35,68.27,97.27,25,100,16.82
537,Alta Floresta,BR,2020-04-16 08:54:02,-9.88,-56.09,69.66,91,99,1.79
538,Fuling,CN,2020-04-16 08:54:02,29.7,107.39,80.96,49,59,1.1
539,Salina,US,2020-04-16 08:54:03,38.84,-97.61,44.01,60,1,6.93
540,Tazovskiy,RU,2020-04-16 08:54:03,67.47,78.7,18.46,95,1,8.97
541,Marienburg,PL,2020-04-16 08:54:03,54.04,19.03,53.01,70,75,23.04
542,Vrangel,RU,2020-04-16 08:50:48,42.73,133.08,41.43,67,99,5.44
543,Kavieng,PG,2020-04-16 08:50:34,-2.57,150.8,83.95,68,89,3.29
544,Buchanan,LR,2020-04-16 08:51:37,5.88,-10.05,80.6,94,75,4.7
545,Sitio Novo Do Tocantins,BR,2020-04-16 08:54:04,-5.52,-47.46,75.2,94,97,0.65
546,Acapulco,MX,2020-04-16 08:54:04,16.86,-99.89,73.4,88,40,3.31
547,Talcahuano,CL,2020-04-16 08:51:40,-36.72,-73.12,57.2,93,0,3.36
548,Salinopolis,BR,2020-04-16 08:54:05,-0.61,-47.36,77.47,85,56,7.56
549,Turayf,SA,2020-04-16 08:49:55,31.67,38.66,73.4,33,0,13.87
550,Parakai,NZ,2020-04-16 08:54:05,-36.65,174.43,61.0,82,44,12.75
551,Kushima,JP,2020-04-16 08:54:05,31.46,131.23,68.0,52,20,5.82
552,Manado,ID,2020-04-16 08:49:51,1.49,124.85,87.8,66,20,3.36
553,Yurga,RU,2020-04-16 08:54:06,55.72,84.89,46.38,61,58,16.42
554,Celestun,MX,2020-04-16 08:54:06,20.87,-90.4,77.05,88,88,8.1
555,Mananjary,MG,2020-04-16 08:54:06,-21.22,48.33,80.06,73,16,10.49
556,Periyakulam,IN,2020-04-16 08:54:07,10.12,77.55,100.4,33,20,5.82
557,Havelock,US,2020-04-16 08:54:07,34.88,-76.9,46.0,86,1,3.36
558,Tura,IN,2020-04-16 08:51:03,25.52,90.22,94.32,23,60,6.02
