City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
229,Cullman,US,2020-04-20 04:33:16,34.17,-86.84,57.2,93,90,8.05,heavy intensity rain,0.0,0.0
230,Sayyan,YE,2020-04-20 04:33:16,15.17,44.32,64.45,27,98,2.28,overcast clouds,0.0,0.0
231,Lima,PE,2020-04-20 04:29:27,-12.04,-77.03,68.0,82,38,12.75,scattered clouds,0.0,0.0
232,Yelizovo,RU,2020-04-20 04:33:16,53.19,158.38,39.2,29,10,17.9,clear sky,0.0,0.0
233,Whitehorse,CA,2020-04-20 04:30:21,60.72,-135.05,51.8,43,75,10.29,broken clouds,0.0,0.0
234,Yulara,AU,2020-04-20 04:33:17,-25.24,130.99,96.8,18,20,8.05,few clouds,0.0,0.0
235,Avera,US,2020-04-20 04:33:17,33.19,-82.53,57.2,95,90,6.93,moderate rain,0.0,0.0
236,Sola,VU,2020-04-20 04:33:17,-13.88,167.55,89.6,75,40,5.82,scattered clouds,0.0,0.0
237,Ljungby,SE,2020-04-20 04:33:17,56.83,13.94,33.01,86,13,3.22,few clouds,0.0,0.0
238,Corinto,GR,2020-04-20 04:33:18,37.94,22.96,55.99,76,71,0.94,broken clouds,0.0,0.0
239,Galveston,US,2020-04-20 04:33:18,29.37,-94.97,73.99,100,90,6.93,fog,0.0,0.0
240,Ulaangom,MN,2020-04-20 04:33:18,49.98,92.07,49.19,32,0,4.9,clear sky,0.0,0.0
241,Srednekolymsk,RU,2020-04-20 04:33:18,67.45,153.68,18.16,93,100,10.36,overcast clouds,0.0,0.0
242,Half Moon Bay,US,2020-04-20 04:33:18,37.46,-122.43,57.0,71,90,4.7,overcast clouds,0.0,0.0
243,Saldanha,ZA,2020-04-20 04:33:19,-33.01,17.94,59.0,82,85,11.41,overcast clouds,0.0,0.0
244,Mitsamiouli,KM,2020-04-20 04:33:19,-11.38,43.28,82.72,72,53,13.13,light rain,0.31,0.0
245,San Borja,BO,2020-04-20 04:33:19,-14.82,-66.85,68.27,72,60,2.24,broken clouds,0.0,0.0
246,Pevek,RU,2020-04-20 04:33:19,69.7,170.31,12.09,95,100,9.04,light snow,0.0,0.16
247,Coquimbo,CL,2020-04-20 04:33:20,-29.95,-71.34,60.8,87,6,1.12,clear sky,0.0,0.0
248,Bengkulu,ID,2020-04-20 04:33:20,-3.8,102.27,88.72,59,47,6.26,scattered clouds,0.0,0.0
249,Ribeira Brava,PT,2020-04-20 04:33:20,32.65,-17.07,62.01,76,14,4.0,light rain,0.15,0.0
250,Biu,NG,2020-04-20 04:33:20,10.61,12.19,77.23,53,65,6.55,broken clouds,0.0,0.0
251,Haikou,CN,2020-04-20 04:30:58,20.05,110.34,89.6,55,20,8.95,few clouds,0.0,0.0
252,Capljina,BA,2020-04-20 04:33:21,43.12,17.68,63.36,65,100,2.21,overcast clouds,0.0,0.0
253,Iqaluit,CA,2020-04-20 04:33:21,63.75,-68.51,-7.01,69,5,2.68,clear sky,0.0,0.0
254,Synya,RU,2020-04-20 04:33:21,65.37,58.04,34.83,94,100,6.22,light snow,0.0,0.32
255,Nyirtelek,HU,2020-04-20 04:33:22,48.02,21.63,42.8,45,0,12.75,clear sky,0.0,0.0
256,Salinopolis,BR,2020-04-20 04:33:22,-0.61,-47.36,80.58,82,49,7.09,light rain,1.71,0.0
257,Broome,US,2020-04-20 04:33:22,42.25,-75.83,44.01,80,90,14.99,light rain,0.0,0.0
258,Barra Patuca,HN,2020-04-20 04:33:23,15.8,-84.28,79.54,80,47,15.19,scattered clouds,0.0,0.0
259,Makinsk,KZ,2020-04-20 04:33:23,52.63,70.42,64.2,40,91,8.86,overcast clouds,0.0,0.0
260,Ancud,CL,2020-04-20 04:32:32,-41.87,-73.82,42.8,100,58,3.36,broken clouds,0.0,0.0
261,Komatipoort,ZA,2020-04-20 04:33:23,-25.43,31.95,59.0,95,0,7.0,clear sky,0.0,0.0
262,Odweyne,SO,2020-04-20 04:33:23,9.41,45.06,78.39,44,90,14.07,overcast clouds,0.0,0.0
263,Kongoussi,BF,2020-04-20 04:33:24,13.33,-1.53,84.76,41,87,6.73,light rain,0.13,0.0
264,Derzhavinsk,KZ,2020-04-20 04:33:24,51.1,66.32,70.59,28,92,17.81,overcast clouds,0.0,0.0
265,Altoona,US,2020-04-20 04:33:24,40.52,-78.39,42.69,78,96,4.41,overcast clouds,0.0,0.0
266,Pemangkat,ID,2020-04-20 04:33:24,1.17,108.97,83.26,70,55,7.4,broken clouds,0.0,0.0
267,Vila,PT,2020-04-20 04:33:25,42.03,-8.16,50.0,93,75,4.7,broken clouds,0.0,0.0
268,Provideniya,RU,2020-04-20 04:32:54,64.38,-173.3,21.36,95,100,11.59,light snow,0.0,0.32
269,Pahrump,US,2020-04-20 04:33:25,36.21,-115.98,64.0,37,26,3.74,scattered clouds,0.0,0.0
270,Duzce,TR,2020-04-20 04:31:56,40.84,31.16,67.59,42,55,1.7,broken clouds,0.0,0.0
271,Lebu,CL,2020-04-20 04:33:25,-37.62,-73.65,55.72,69,100,9.55,overcast clouds,0.0,0.0
272,Nouadhibou,MR,2020-04-20 04:33:26,20.93,-17.03,64.4,72,0,26.4,sand,0.0,0.0
273,Hammond,US,2020-04-20 04:30:55,41.58,-87.5,39.99,62,1,3.06,clear sky,0.0,0.0
274,Kodinsk,RU,2020-04-20 04:33:26,58.69,99.18,43.43,51,0,6.69,clear sky,0.0,0.0
275,Alofi,NU,2020-04-20 04:33:26,-19.06,-169.92,78.8,88,5,10.29,light rain,0.18,0.0
276,Otane,NZ,2020-04-20 04:33:27,-39.88,176.63,61.0,72,100,4.0,overcast clouds,0.0,0.0
277,Santa Maria Del Oro,MX,2020-04-20 04:33:27,25.93,-105.37,56.35,22,21,8.28,few clouds,0.0,0.0
278,Raudeberg,NO,2020-04-20 04:33:27,61.99,5.14,39.99,93,0,8.05,clear sky,0.0,0.0
279,Manitouwadge,CA,2020-04-20 04:33:27,49.12,-85.84,24.26,95,62,10.74,broken clouds,0.0,0.0
280,Kommunar,RU,2020-04-20 04:33:28,59.62,30.39,37.4,79,20,4.47,few clouds,0.0,0.0
281,Solton,RU,2020-04-20 04:33:28,52.84,86.48,61.84,38,73,4.29,broken clouds,0.0,0.0
282,Manaure,CO,2020-04-20 04:33:28,11.78,-72.44,79.05,77,72,12.01,broken clouds,0.0,0.0
283,Tilichiki,RU,2020-04-20 04:33:04,60.47,166.1,17.01,91,100,11.34,overcast clouds,0.0,0.0
284,Lumberton,US,2020-04-20 04:33:28,34.62,-79.01,61.0,82,90,4.63,overcast clouds,0.0,0.0
285,Teknaf,BD,2020-04-20 04:33:29,20.86,92.31,91.6,46,26,9.57,scattered clouds,0.0,0.0
286,Ponnani,IN,2020-04-20 04:33:29,10.77,75.93,91.4,55,20,4.7,few clouds,0.0,0.0
287,Auki,SB,2020-04-20 04:33:29,-8.77,160.7,83.48,74,49,3.11,light rain,2.94,0.0
288,Ponta Do Sol,PT,2020-04-20 04:33:00,32.67,-17.1,62.01,76,17,8.99,light rain,0.17,0.0
289,Guerrero Negro,MX,2020-04-20 04:33:29,27.98,-114.06,60.19,77,99,16.4,overcast clouds,0.0,0.0
290,Tessalit,ML,2020-04-20 04:33:30,20.2,1.01,75.52,38,14,9.28,few clouds,0.0,0.0
291,Torbay,CA,2020-04-20 04:33:30,47.67,-52.73,35.6,100,90,24.16,light intensity drizzle,0.0,0.0
292,Banjar,ID,2020-04-20 04:33:30,-8.19,114.97,87.8,84,20,6.93,few clouds,0.0,0.0
293,Esso,RU,2020-04-20 04:33:30,55.93,158.7,19.51,83,91,11.18,light snow,0.0,0.12
294,Goderich,CA,2020-04-20 04:33:30,43.75,-81.72,35.01,66,0,8.3,clear sky,0.0,0.0
295,Hirara,JP,2020-04-20 04:33:31,24.8,125.28,75.2,78,75,16.11,broken clouds,0.0,0.0
296,Atar,MR,2020-04-20 04:33:31,20.52,-13.05,65.21,26,0,11.81,clear sky,0.0,0.0
297,Te Anau,NZ,2020-04-20 04:33:31,-45.42,167.72,49.12,67,40,5.57,light rain,0.28,0.0
298,Providencia,MX,2020-04-20 04:32:55,28.72,-111.58,69.03,45,84,5.88,broken clouds,0.0,0.0
299,Angoram,PG,2020-04-20 04:33:32,-4.06,144.07,84.42,79,95,4.56,light rain,1.57,0.0
300,Ust-Tsilma,RU,2020-04-20 04:33:32,65.44,52.15,36.1,91,39,3.44,scattered clouds,0.0,0.0
301,Sovetskiy,RU,2020-04-20 04:33:32,61.36,63.58,45.82,55,10,8.41,clear sky,0.0,0.0
302,Novyy Urengoy,RU,2020-04-20 04:33:33,66.08,76.63,33.28,98,98,11.99,overcast clouds,0.0,0.0
303,Rodos,GR,2020-04-20 04:33:33,36.44,28.22,59.0,93,20,3.36,few clouds,0.0,0.0
304,Kavaratti,IN,2020-04-20 04:33:33,10.57,72.64,87.8,66,20,4.7,few clouds,0.0,0.0
305,Urusha,RU,2020-04-20 04:33:33,54.05,122.9,28.31,68,99,17.83,overcast clouds,0.0,0.0
306,Leh,IN,2020-04-20 04:33:34,34.17,77.58,37.53,16,87,1.14,overcast clouds,0.0,0.0
307,Weligama,LK,2020-04-20 04:33:35,5.97,80.42,91.09,58,3,8.21,clear sky,0.0,0.0
308,Roanoke Rapids,US,2020-04-20 04:33:35,36.46,-77.65,55.99,100,1,3.8,clear sky,0.0,0.0
309,Mitzic,GA,2020-04-20 04:33:35,0.78,11.55,69.04,83,93,1.72,overcast clouds,0.0,0.0
310,Clarence Town,AU,2020-04-20 04:33:36,-32.58,151.78,73.0,37,99,14.99,overcast clouds,0.0,0.0
311,Gorbatovka,RU,2020-04-20 04:33:36,56.25,43.75,44.01,93,40,1.97,scattered clouds,0.0,0.0
312,Patacamaya,BO,2020-04-20 04:33:36,-17.23,-67.92,43.74,26,69,2.71,broken clouds,0.0,0.0
313,Phibun Mangsahan,TH,2020-04-20 04:33:36,15.24,105.23,96.01,53,20,3.36,few clouds,0.0,0.0
314,Sergeyevka,KZ,2020-04-20 04:33:37,53.88,67.42,57.29,56,93,9.08,light rain,0.28,0.0
315,Acapulco,MX,2020-04-20 04:31:34,16.86,-99.89,77.0,94,5,2.04,clear sky,0.0,0.0
316,Kandrian,PG,2020-04-20 04:33:37,-6.22,149.55,84.42,75,51,5.53,light rain,1.57,0.0
317,Casa Grande,US,2020-04-20 04:33:37,32.88,-111.76,73.4,25,1,4.7,clear sky,0.0,0.0
318,Kingaroy,AU,2020-04-20 04:33:37,-26.53,151.83,78.8,22,19,10.29,few clouds,0.0,0.0
319,Biak,ID,2020-04-20 04:33:38,-0.91,122.88,83.89,70,91,6.26,light rain,2.28,0.0
320,Leningradskiy,RU,2020-04-20 04:33:38,69.38,178.42,11.59,94,95,8.34,overcast clouds,0.0,0.0
321,Vanavara,RU,2020-04-20 04:33:38,60.34,102.28,40.03,58,0,1.03,clear sky,0.0,0.0
322,Laurel,US,2020-04-20 04:33:38,39.1,-76.85,53.01,76,1,4.5,clear sky,0.0,0.0
323,Belmonte,BR,2020-04-20 04:33:38,-15.86,-38.88,71.6,88,71,5.82,light rain,0.48,0.0
324,Consett,GB,2020-04-20 04:33:39,54.85,-1.83,39.99,93,13,2.24,few clouds,0.0,0.0
325,Eyl,SO,2020-04-20 04:33:39,7.98,49.82,85.96,63,72,6.62,broken clouds,0.0,0.0
326,Fairbanks,US,2020-04-20 04:33:39,64.84,-147.72,41.0,100,90,6.38,light rain,0.0,0.0
327,Sao Jose Da Coroa Grande,BR,2020-04-20 04:33:39,-8.9,-35.15,79.07,81,47,7.45,moderate rain,3.9,0.0
328,Victoria,HK,2020-04-20 04:30:14,22.29,114.16,86.0,76,13,10.0,few clouds,0.0,0.0
329,Karasjok,NO,2020-04-20 04:33:40,69.47,25.51,41.0,56,64,55.25,broken clouds,0.0,0.0
330,Ahipara,NZ,2020-04-20 04:33:40,-35.17,173.17,64.24,91,100,4.85,light rain,2.34,0.0
331,Ribeira Grande,PT,2020-04-20 04:33:40,38.52,-28.7,56.05,57,35,5.17,scattered clouds,0.0,0.0
332,Bella Union,UY,2020-04-20 04:33:40,-30.28,-57.6,61.43,67,0,5.66,clear sky,0.0,0.0
333,Dzerzhinskoye,RU,2020-04-20 04:33:41,56.83,95.23,46.85,45,1,13.6,clear sky,0.0,0.0
334,Mahebourg,MU,2020-04-20 04:33:41,-20.41,57.7,75.2,88,40,11.41,shower rain,0.0,0.0
335,Cabo San Lucas,MX,2020-04-20 04:32:03,22.89,-109.91,70.0,68,43,11.77,scattered clouds,0.0,0.0
336,Qaqortoq,GL,2020-04-20 04:29:04,60.72,-46.03,23.0,49,3,4.7,clear sky,0.0,0.0
337,Tongzi,CN,2020-04-20 04:33:42,28.78,105.09,67.55,63,93,4.36,overcast clouds,0.0,0.0
338,Nemuro,JP,2020-04-20 04:33:42,43.32,145.57,41.0,75,75,13.87,broken clouds,0.0,0.0
339,Caceres,ES,2020-04-20 04:33:42,39.52,-6.37,46.99,91,97,4.0,overcast clouds,0.0,0.0
340,Salina,US,2020-04-20 04:31:40,38.84,-97.61,57.2,47,1,9.17,clear sky,0.0,0.0
341,Berlevag,NO,2020-04-20 04:33:43,70.86,29.09,39.2,76,40,20.8,scattered clouds,0.0,0.0
342,Bosaso,SO,2020-04-20 04:33:43,11.28,49.18,85.8,61,83,4.0,broken clouds,0.0,0.0
343,Hay River,CA,2020-04-20 04:33:43,60.82,-115.8,28.4,63,40,5.82,scattered clouds,0.0,0.0
344,Twentynine Palms,US,2020-04-20 04:33:44,34.14,-116.05,66.2,34,1,13.87,clear sky,0.0,0.0
345,Antalaha,MG,2020-04-20 04:33:44,-14.9,50.28,79.81,76,92,6.76,light rain,2.7,0.0
346,Yulin,CN,2020-04-20 04:33:44,22.63,110.15,87.26,61,57,12.48,broken clouds,0.0,0.0
347,Abu Samrah,SY,2020-04-20 04:33:44,35.3,37.18,72.95,30,62,5.19,broken clouds,0.0,0.0
348,Lagoa,PT,2020-04-20 04:33:45,39.05,-27.98,56.62,57,19,9.51,few clouds,0.0,0.0
349,Lingao,CN,2020-04-20 04:33:45,19.91,109.69,81.82,72,32,9.75,scattered clouds,0.0,0.0
350,Vostok,RU,2020-04-20 04:33:45,46.49,135.88,40.48,52,100,10.42,light rain,0.14,0.0
351,Husavik,IS,2020-04-20 04:33:46,66.04,-17.34,44.6,70,4,21.92,clear sky,0.0,0.0
352,Yelan-Kolenovskiy,RU,2020-04-20 04:33:46,51.16,41.15,44.24,68,82,5.88,broken clouds,0.0,0.0
353,La Palma,US,2020-04-20 04:33:46,33.85,-118.05,61.0,72,1,9.17,clear sky,0.0,0.0
354,Berdigestyakh,RU,2020-04-20 04:33:04,62.1,126.7,26.55,84,72,3.91,broken clouds,0.0,0.0
355,Touros,BR,2020-04-20 04:33:46,-5.2,-35.46,75.2,100,40,2.24,scattered clouds,0.0,0.0
356,Ust-Maya,RU,2020-04-20 04:33:47,60.42,134.53,24.94,85,84,3.98,light snow,0.0,0.11
357,Faya,SA,2020-04-20 04:33:47,18.39,42.45,66.2,59,99,6.24,light rain,0.78,0.0
358,Petropavlovsk-Kamchatskiy,RU,2020-04-20 04:32:07,53.05,158.65,39.2,29,22,17.9,few clouds,0.0,0.0
359,Council Bluffs,US,2020-04-20 04:31:35,41.26,-95.86,52.0,61,75,4.7,broken clouds,0.0,0.0
360,Rio Tuba,PH,2020-04-20 04:33:48,8.51,117.43,85.77,70,100,9.19,light rain,2.89,0.0
361,Durban,ZA,2020-04-20 04:33:48,-29.86,31.03,60.8,93,0,3.36,clear sky,0.0,0.0
362,Presidencia Roque Saenz Pena,AR,2020-04-20 04:33:48,-26.79,-60.44,61.39,69,0,3.91,clear sky,0.0,0.0
363,Kieta,PG,2020-04-20 04:33:48,-6.22,155.63,82.99,74,93,2.89,moderate rain,3.34,0.0
364,Vardo,NO,2020-04-20 04:33:49,70.37,31.11,37.4,77,40,17.22,scattered clouds,0.0,0.0
365,Zemio,CF,2020-04-20 04:33:50,5.03,25.14,75.15,67,95,3.94,overcast clouds,0.0,0.0
366,Lahaina,US,2020-04-20 04:33:50,20.88,-156.68,78.8,57,75,6.93,broken clouds,0.0,0.0
367,Bronnoysund,NO,2020-04-20 04:33:51,65.46,12.2,42.8,87,100,6.93,light rain,0.12,0.0
368,Lorengau,PG,2020-04-20 04:33:51,-2.02,147.27,85.41,69,34,4.76,light rain,0.28,0.0
369,San Javier,ES,2020-04-20 04:33:52,37.81,-0.84,59.0,93,28,4.7,scattered clouds,0.0,0.0
370,Sao Filipe,CV,2020-04-20 04:33:52,14.9,-24.5,70.47,75,0,15.88,clear sky,0.0,0.0
371,Singaraja,ID,2020-04-20 04:33:53,-8.11,115.09,85.95,65,22,3.31,light rain,0.77,0.0
372,La Orilla,MX,2020-04-20 04:33:53,17.98,-102.23,75.27,84,60,1.59,broken clouds,0.0,0.0
373,Sawakin,SD,2020-04-20 04:33:54,19.11,37.33,82.49,34,0,2.66,clear sky,0.0,0.0
374,Wanning,CN,2020-04-20 04:33:54,18.8,110.4,85.41,67,50,11.7,scattered clouds,0.0,0.0
375,Beroroha,MG,2020-04-20 04:33:54,-21.67,45.17,79.43,47,0,14.79,clear sky,0.0,0.0
376,Ewa Beach,US,2020-04-20 04:30:26,21.32,-158.01,80.6,61,1,6.93,clear sky,0.0,0.0
377,Deputatskiy,RU,2020-04-20 04:33:55,69.3,139.9,12.0,88,60,6.06,broken clouds,0.0,0.0
378,Itapuranga,BR,2020-04-20 04:33:55,-15.56,-49.95,67.01,78,54,5.7,light rain,0.33,0.0
379,Dingle,PH,2020-04-20 04:30:18,11.0,122.67,90.52,57,86,14.45,light rain,0.11,0.0
380,Balkanabat,TM,2020-04-20 04:33:55,39.51,54.37,74.12,36,0,6.08,clear sky,0.0,0.0
381,Skibbereen,IE,2020-04-20 04:33:56,51.55,-9.27,46.4,81,19,11.41,few clouds,0.0,0.0
382,Korla,CN,2020-04-20 04:31:25,41.76,86.15,66.18,20,91,3.44,light rain,0.2,0.0
383,Kyren,RU,2020-04-20 04:33:56,51.68,102.14,35.96,47,48,7.67,scattered clouds,0.0,0.0
384,Karlstad,SE,2020-04-20 04:33:56,59.38,13.5,39.2,80,8,8.05,clear sky,0.0,0.0
385,Buchanan,LR,2020-04-20 04:33:56,5.88,-10.05,78.8,94,40,4.63,scattered clouds,0.0,0.0
386,Rundu,NA,2020-04-20 04:33:57,-17.93,19.77,60.8,87,36,3.36,scattered clouds,0.0,0.0
387,Praia,CV,2020-04-20 04:33:57,14.92,-23.51,69.8,68,20,11.41,few clouds,0.0,0.0
388,Silver City,US,2020-04-20 04:33:57,32.77,-108.28,50.0,39,1,9.17,clear sky,0.0,0.0
389,Port Blair,IN,2020-04-20 04:33:39,11.67,92.75,85.21,74,28,8.08,light rain,1.03,0.0
390,Beloha,MG,2020-04-20 04:33:58,-25.17,45.05,77.61,60,1,17.49,clear sky,0.0,0.0
391,Macusani,PE,2020-04-20 04:33:58,-14.08,-70.43,30.51,23,87,1.03,overcast clouds,0.0,0.0
392,Pelym,RU,2020-04-20 04:33:58,61.01,62.0,46.69,53,0,7.0,clear sky,0.0,0.0
393,Port Hedland,AU,2020-04-20 04:33:59,-20.32,118.57,95.0,50,56,11.41,broken clouds,0.0,0.0
394,Medea,DZ,2020-04-20 04:33:07,36.26,2.75,62.6,88,40,19.46,scattered clouds,0.0,0.0
395,Mountain Home,US,2020-04-20 04:30:02,43.13,-115.69,55.99,30,1,11.41,clear sky,0.0,0.0
396,Swinoujscie,PL,2020-04-20 04:33:59,53.91,14.25,36.0,99,5,5.48,clear sky,0.0,0.0
397,Zhanaozen,KZ,2020-04-20 04:34:00,43.3,52.8,65.73,48,10,1.77,clear sky,0.0,0.0
398,Fort Frances,CA,2020-04-20 04:34:00,48.6,-93.4,37.99,47,75,10.29,broken clouds,0.0,0.0
399,Quchan,IR,2020-04-20 04:34:01,37.11,58.51,63.16,24,0,0.67,clear sky,0.0,0.0
400,Vaitape,PF,2020-04-20 04:34:01,-16.52,-151.75,83.75,77,87,21.77,light rain,0.2,0.0
401,Rivadavia,AR,2020-04-20 04:30:13,-33.19,-68.46,66.2,63,0,4.7,clear sky,0.0,0.0
402,Yadgir,IN,2020-04-20 04:34:01,16.77,77.13,99.75,19,0,5.84,clear sky,0.0,0.0
403,Dalnerechensk,RU,2020-04-20 04:32:03,45.93,133.72,46.98,67,100,14.5,light rain,0.38,0.0
404,Geraldton,AU,2020-04-20 04:31:07,-28.77,114.6,75.0,46,75,13.87,broken clouds,0.0,0.0
405,Ndioum,SN,2020-04-20 04:34:02,16.51,-14.65,71.6,56,0,4.7,clear sky,0.0,0.0
406,Jasper,US,2020-04-20 04:30:16,37.2,-94.35,55.99,71,1,6.93,clear sky,0.0,0.0
407,Vila Franca Do Campo,PT,2020-04-20 04:34:02,37.72,-25.43,53.6,66,20,9.17,few clouds,0.0,0.0
408,Lincoln,US,2020-04-20 04:31:35,40.8,-96.67,50.0,49,1,3.36,clear sky,0.0,0.0
409,Benjamin Hill,MX,2020-04-20 04:34:03,30.17,-111.1,66.0,41,51,1.01,broken clouds,0.0,0.0
410,Gigmoto,PH,2020-04-20 04:34:03,13.78,124.39,82.74,77,100,10.02,overcast clouds,0.0,0.0
411,Severnyy,RU,2020-04-20 04:34:03,50.68,36.55,37.4,74,79,6.71,broken clouds,0.0,0.0
412,Norman Wells,CA,2020-04-20 04:32:10,65.28,-126.83,28.4,86,90,2.24,light snow,0.0,0.0
413,Zalantun,CN,2020-04-20 04:34:04,48.0,122.72,27.07,93,100,20.07,snow,0.0,2.3
414,Alice Springs,AU,2020-04-20 04:30:54,-23.7,133.88,98.6,14,75,9.17,broken clouds,0.0,0.0
415,Grand Gaube,MU,2020-04-20 04:34:04,-20.01,57.66,75.2,88,40,11.41,shower rain,0.0,0.0
416,Corralillo,CU,2020-04-20 04:34:04,22.98,-80.59,75.56,84,2,8.19,clear sky,0.0,0.0
417,Linkou,CN,2020-04-20 04:34:05,45.3,130.28,41.45,79,100,13.02,light rain,0.61,0.0
418,Kaoma,ZM,2020-04-20 04:34:05,-14.78,24.8,64.33,58,1,7.23,clear sky,0.0,0.0
419,Saint-Louis,SN,2020-04-20 04:34:05,16.33,-15.0,71.6,56,0,4.7,clear sky,0.0,0.0
420,Cockburn Town,TC,2020-04-20 04:34:05,21.46,-71.14,79.09,82,38,18.48,scattered clouds,0.0,0.0
421,La Ronge,CA,2020-04-20 04:34:06,55.1,-105.28,33.8,50,75,11.41,broken clouds,0.0,0.0
422,Srivardhan,IN,2020-04-20 04:34:06,18.03,73.02,98.58,30,18,10.65,few clouds,0.0,0.0
423,Khasan,RU,2020-04-20 04:34:06,42.43,130.64,45.12,81,98,7.96,light rain,0.2,0.0
424,Fare,PF,2020-04-20 04:34:07,-16.7,-151.02,83.21,78,77,21.34,broken clouds,0.0,0.0
425,Gairo,IT,2020-04-20 04:34:07,39.85,9.5,59.0,100,90,16.11,fog,0.0,0.0
426,Franklin,US,2020-04-20 04:34:07,39.97,-83.02,48.2,81,20,8.9,few clouds,0.0,0.0
427,Ligayan,PH,2020-04-20 04:34:07,4.65,119.47,84.97,70,33,7.96,light rain,0.72,0.0
428,Marawi,PH,2020-04-20 04:34:07,8.0,124.29,78.69,67,98,4.03,moderate rain,6.36,0.0
429,Uirauna,BR,2020-04-20 04:34:08,-6.52,-38.41,72.07,86,94,6.82,moderate rain,4.07,0.0
430,Yaqui,MX,2020-04-20 04:34:08,27.37,-110.17,67.59,50,24,5.23,few clouds,0.0,0.0
431,Aberdeen,GB,2020-04-20 04:32:53,57.14,-2.1,33.8,81,0,1.12,clear sky,0.0,0.0
432,Namibe,AO,2020-04-20 04:34:08,-15.2,12.15,74.79,76,81,4.52,light rain,1.73,0.0
433,Kudahuvadhoo,MV,2020-04-20 04:34:09,2.67,72.89,85.6,73,89,9.98,overcast clouds,0.0,0.0
434,Fukue,JP,2020-04-20 04:34:09,32.69,128.84,60.8,72,75,10.29,broken clouds,0.0,0.0
435,Bonfim,BR,2020-04-20 04:34:10,3.08,-59.95,80.89,67,100,3.04,light rain,1.67,0.0
436,Itaituba,BR,2020-04-20 04:34:10,-4.28,-55.98,71.42,96,99,0.78,overcast clouds,0.0,0.0
437,Wicklow,IE,2020-04-20 04:34:10,53.0,-6.42,42.8,87,70,8.05,broken clouds,0.0,0.0
438,Mangaluru,IN,2020-04-20 04:34:11,12.87,74.88,91.4,59,20,4.7,few clouds,0.0,0.0
439,Tekeli,KZ,2020-04-20 04:34:11,44.83,78.82,61.56,20,0,2.26,clear sky,0.0,0.0
440,General Pico,AR,2020-04-20 04:34:11,-35.66,-63.76,60.91,71,1,3.56,clear sky,0.0,0.0
441,Papagaios,BR,2020-04-20 04:34:11,-19.45,-44.75,61.92,76,70,3.38,broken clouds,0.0,0.0
442,Lavrentiya,RU,2020-04-20 04:34:12,65.58,-171.0,16.0,93,98,6.69,overcast clouds,0.0,0.0
443,Mezen,RU,2020-04-20 04:34:12,65.85,44.24,33.33,93,75,3.96,broken clouds,0.0,0.0
444,Pekalongan,ID,2020-04-20 04:34:12,-6.89,109.68,88.74,59,49,6.13,light rain,0.37,0.0
445,Saint-Augustin,CA,2020-04-20 04:34:12,51.23,-58.65,28.47,98,100,15.59,snow,0.0,3.84
446,Mogadishu,SO,2020-04-20 04:34:13,2.04,45.34,84.42,69,100,12.17,light rain,1.82,0.0
447,Dunmore Town,BS,2020-04-20 04:34:13,25.5,-76.65,78.03,81,18,14.63,few clouds,0.0,0.0
448,Lovington,US,2020-04-20 04:34:13,32.94,-103.35,60.01,24,1,6.93,clear sky,0.0,0.0
449,Zheleznodorozhnyy,RU,2020-04-20 04:34:14,55.75,38.0,35.6,93,40,6.71,scattered clouds,0.0,0.0
450,Quime,BO,2020-04-20 04:34:14,-16.98,-67.22,47.03,35,28,1.36,scattered clouds,0.0,0.0
451,Klaksvik,FO,2020-04-20 04:34:14,62.23,-6.59,42.8,93,0,14.99,clear sky,0.0,0.0
452,Letterkenny,IE,2020-04-20 04:34:15,54.95,-7.73,39.72,81,15,6.91,few clouds,0.0,0.0
453,Diego De Almagro,CL,2020-04-20 04:34:15,-26.37,-70.05,55.24,53,0,1.25,clear sky,0.0,0.0
454,Ulladulla,AU,2020-04-20 04:34:15,-35.35,150.47,69.01,45,100,6.93,overcast clouds,0.0,0.0
455,Kamenka,RU,2020-04-20 04:34:15,51.32,42.77,37.0,86,54,1.99,broken clouds,0.0,0.0
456,Ahuimanu,US,2020-04-20 04:34:16,21.44,-157.84,82.4,54,75,5.82,broken clouds,0.0,0.0
457,Antofagasta,CL,2020-04-20 04:34:16,-23.65,-70.4,59.0,87,20,1.12,few clouds,0.0,0.0
458,Rio Grande,BR,2020-04-20 04:29:49,-32.03,-52.1,64.99,94,0,13.24,clear sky,0.0,0.0
459,Uddevalla,SE,2020-04-20 04:32:45,58.35,11.94,46.15,70,0,4.92,clear sky,0.0,0.0
460,Hami,CN,2020-04-20 04:34:17,42.8,93.45,70.9,13,85,4.56,overcast clouds,0.0,0.0
461,Liverpool,GB,2020-04-20 04:29:25,53.41,-2.98,42.01,86,0,5.82,clear sky,0.0,0.0
462,Fengcheng,CN,2020-04-20 04:34:17,40.45,124.07,50.72,50,69,21.12,broken clouds,0.0,0.0
463,Kimbe,PG,2020-04-20 04:34:17,-5.55,150.14,84.29,78,88,1.54,moderate rain,4.64,0.0
464,Bonthe,SL,2020-04-20 04:34:18,7.53,-12.51,80.2,83,99,4.36,overcast clouds,0.0,0.0
465,Aksu,CN,2020-04-20 04:34:18,41.12,80.26,63.37,31,71,4.63,broken clouds,0.0,0.0
